82.9243, 33.342, 31.4841
205.062, 202.106, 199.028
208.779, 208.433, 209.468
207.566, 209.902, 334.453
206.354, 211.372, 459.439
211.233, 333.4, 208.023
210.021, 334.87, 333.008
208.809, 336.339, 457.993
213.688, 458.368, 206.577
212.476, 459.837, 331.562
211.263, 461.307, 456.548
333.749, 205.992, 210.709
332.536, 207.462, 335.694
331.324, 208.931, 460.68
336.203, 330.96, 209.263
334.991, 332.429, 334.249
333.779, 333.899, 459.234
338.658, 455.927, 207.818
337.446, 457.397, 332.803
336.233, 458.866, 457.789
458.719, 203.552, 211.95
457.506, 205.022, 336.935
456.294, 206.491, 461.92
461.173, 328.52, 210.504
459.961, 329.989, 335.49
458.749, 331.459, 460.475
463.628, 453.487, 209.059
462.416, 454.957, 334.044
461.203, 456.426, 459.03
209.349, 210.988, 451.765
209.602, 212.835, 576.751
209.856, 214.682, 701.737
209.725, 335.973, 449.917
209.979, 337.82, 574.903
210.232, 339.668, 699.889
210.102, 460.959, 448.069
210.355, 462.806, 573.055
210.608, 464.653, 698.041
334.348, 210.608, 451.517
334.602, 212.455, 576.504
334.855, 214.302, 701.49
334.725, 335.594, 449.669
334.978, 337.441, 574.656
335.231, 339.288, 699.642
335.101, 460.579, 447.822
335.354, 462.426, 572.808
335.607, 464.274, 697.794
459.348, 210.228, 451.27
459.601, 212.075, 576.256
459.854, 213.922, 701.242
459.724, 335.214, 449.422
459.977, 337.061, 574.408
460.23, 338.908, 699.394
460.1, 460.199, 447.574
460.353, 462.047, 572.56
460.606, 463.894, 697.546
210.944, 451.578, 209.567
209.063, 450.323, 334.547
207.181, 449.068, 459.526
209.692, 576.566, 210.804
207.811, 575.311, 335.783
205.929, 574.056, 460.762
208.44, 701.553, 212.04
206.559, 700.298, 337.019
204.677, 699.043, 461.999
335.924, 452.811, 211.461
334.042, 451.556, 336.441
332.161, 450.301, 461.42
334.672, 577.799, 212.697
332.79, 576.544, 337.677
330.909, 575.289, 462.656
333.42, 702.787, 213.934
331.538, 701.531, 338.913
329.657, 700.276, 463.893
460.903, 454.044, 213.355
459.022, 452.789, 338.334
457.14, 451.534, 463.314
459.651, 579.032, 214.591
457.77, 577.777, 339.571
455.888, 576.522, 464.55
458.399, 704.02, 215.827
456.518, 702.765, 340.807
454.636, 701.51, 465.787
209.706, 449.237, 450.206
210.239, 449.113, 575.205
210.772, 448.989, 700.204
208.289, 574.229, 450.336
208.822, 574.104, 575.335
209.355, 573.981, 700.334
206.872, 699.221, 450.467
207.405, 699.096, 575.465
207.937, 698.972, 700.464
334.697, 450.654, 449.675
335.23, 450.53, 574.674
335.763, 450.406, 699.673
333.28, 575.646, 449.805
333.813, 575.522, 574.804
334.345, 575.398, 699.803
331.863, 700.638, 449.935
332.396, 700.514, 574.934
332.928, 700.39, 699.933
459.688, 452.072, 449.144
460.221, 451.948, 574.143
460.753, 451.824, 699.142
458.271, 577.064, 449.274
458.804, 576.94, 574.273
459.336, 576.816, 699.272
456.854, 702.056, 449.404
457.387, 701.932, 574.403
457.919, 701.807, 699.402
449.77, 209.034, 211.075
447.978, 208.421, 336.061
446.186, 207.808, 461.046
451.804, 334.016, 211.717
450.011, 333.403, 336.703
448.219, 332.789, 461.689
453.837, 458.998, 212.36
452.045, 458.385, 337.346
450.252, 457.771, 462.331
574.741, 206.992, 212.857
572.949, 206.379, 337.843
571.156, 205.765, 462.828
576.774, 331.974, 213.499
574.982, 331.361, 338.485
573.19, 330.747, 463.471
578.807, 456.956, 214.142
577.015, 456.342, 339.127
575.223, 455.729, 464.113
699.712, 204.95, 214.639
697.919, 204.337, 339.624
696.127, 203.723, 464.61
701.745, 329.932, 215.281
699.953, 329.318, 340.267
698.16, 328.705, 465.253
703.778, 454.914, 215.924
701.986, 454.3, 340.909
700.194, 453.687, 465.895
450.35, 208.07, 450.318
452.733, 209.933, 575.281
455.116, 211.797, 700.244
451.343, 333.052, 448.435
